EHST0100,LM:2023/11/25 13:55:35:919,FD:00001,LD:00185,RC:00185,MC:05000,TO:00000,             
00078,00005,main                                                            ,00121,0000,2023/11/25 11:31:32:603,000,00000,0000000001,0000000004,0000000000,   
00079,04065,Alignment_Block                                                 ,00109,E0EE,2023/11/25 11:31:37:534,001,00006,0000000001,0000000744,0000000000,   
00080,00005,main                                                            ,00121,0000,2023/11/25 11:35:05:914,000,00000,0000000001,0000000004,0000000000,   
00081,04065,Alignment_Block                                                 ,00109,E0EE,2023/11/25 11:35:10:956,001,00006,0000000001,0000000744,0000000000,   
00082,00005,main                                                            ,00121,0000,2023/11/25 11:35:36:393,000,00000,0000000001,0000000004,0000000000,   
00083,04065,Alignment_Block                                                 ,00109,E0EE,2023/11/25 11:35:41:390,001,00006,0000000001,0000000744,0000000000,   
00084,00005,main                                                            ,00121,0000,2023/11/25 11:39:02:469,000,00000,0000000001,0000000004,0000000000,   
00085,04069,Alignment_Block                                                 ,00109,E0EE,2023/11/25 11:39:07:429,001,00000,0000000001,0000000640,0000000000,   
00086,00005,main                                                            ,00121,0000,2023/11/25 11:39:38:810,000,00000,0000000001,0000000004,0000000000,   
00087,04034,Alignment_Block                                                 ,00109,E0ED,2023/11/25 11:39:43:840,001,00000,0000000001,0000000639,0000000000,   
00088,00005,main                                                            ,00121,0000,2023/11/25 11:40:05:614,000,00000,0000000001,0000000004,0000000000,   
00089,04065,Pick_Infeed_Block                                               ,00093,E0EE,2023/11/25 11:40:13:307,001,00006,0000000001,0000000744,0000000000,   
00090,00005,main                                                            ,00121,0000,2023/11/25 11:40:41:208,000,00000,0000000001,0000000004,0000000000,   
00091,04065,Alignment_Block                                                 ,00106,E0EE,2023/11/25 11:40:47:097,001,00006,0000000001,0000000744,0000000000,   
00092,00005,main                                                            ,00121,0000,2023/11/25 11:41:03:448,000,00000,0000000001,0000000004,0000000000,   
00093,00005,main                                                            ,00121,0000,2023/11/25 11:41:39:051,000,00000,0000000001,0000000004,0000000000,   
00094,00005,main                                                            ,00121,0000,2023/11/25 11:42:45:939,000,00000,0000000001,0000000004,0000000000,   
00095,00005,main                                                            ,00121,0000,2023/11/25 11:43:26:046,000,00000,0000000001,0000000004,0000000000,   
00096,00005,main                                                            ,00121,0000,2023/11/25 11:43:59:475,000,00000,0000000001,0000000004,0000000000,   
00097,00005,main                                                            ,00121,0000,2023/11/25 11:44:27:841,000,00000,0000000001,0000000004,0000000000,   
00098,00005,main                                                            ,00121,0000,2023/11/25 11:45:43:241,000,00000,0000000001,0000000004,0000000000,   
00099,00005,main                                                            ,00121,0000,2023/11/25 11:46:19:150,000,00000,0000000001,0000000004,0000000000,   
00100,00005,main                                                            ,00121,0000,2023/11/25 11:47:51:141,000,00000,0000000001,0000000004,0000000000,   
00101,00005,main                                                            ,00121,0000,2023/11/25 11:51:15:512,000,00000,0000000001,0000000004,0000000000,   
00102,00005,main                                                            ,00121,0000,2023/11/25 11:51:41:037,000,00000,0000000001,0000000004,0000000000,   
00103,04065,Pick_Infeed_Block                                               ,00093,E0EE,2023/11/25 11:51:48:913,001,00006,0000000001,0000000744,0000000000,   
00104,00005,main                                                            ,00121,0000,2023/11/25 11:52:31:402,000,00000,0000000001,0000000004,0000000000,   
00105,04065,Pick_Infeed_Block                                               ,00093,E0EE,2023/11/25 11:52:33:563,001,00006,0000000001,0000000744,0000000000,   
00106,00005,main                                                            ,00121,0000,2023/11/25 11:52:47:221,000,00000,0000000001,0000000004,0000000000,   
00107,04065,Pick_Infeed_Block                                               ,00093,E0EE,2023/11/25 11:52:48:999,001,00006,0000000001,0000000744,0000000000,   
00108,00005,main                                                            ,00121,0000,2023/11/25 11:53:06:410,000,00000,0000000001,0000000004,0000000000,   
00109,04007,main                                                            ,00127,E0EE,2023/11/25 11:53:14:643,001,00000,0000000001,0000000640,0000000000,   
00110,00005,main                                                            ,00121,0000,2023/11/25 11:55:08:560,000,00000,0000000001,0000000004,0000000000,   
00111,04007,main                                                            ,00127,E0EE,2023/11/25 11:55:16:772,001,00000,0000000001,0000000640,0000000000,   
00112,00005,main                                                            ,00121,0000,2023/11/25 11:55:38:890,000,00000,0000000001,0000000004,0000000000,   
00113,04007,main                                                            ,00127,E0EE,2023/11/25 11:55:47:147,001,00000,0000000001,0000000640,0000000000,   
00114,00005,main                                                            ,00121,0000,2023/11/25 11:56:14:875,000,00000,0000000001,0000000004,0000000000,   
00115,00005,main                                                            ,00127,0000,2023/11/25 11:58:38:722,000,00000,0000000001,0000000004,0000000000,   
00116,00005,main                                                            ,00127,0000,2023/11/25 11:59:03:791,000,00000,0000000001,0000000004,0000000000,   
00117,00005,main                                                            ,00124,0000,2023/11/25 12:03:11:606,000,00000,0000000001,0000000004,0000000000,   
00118,00005,main                                                            ,00124,0000,2023/11/25 12:03:42:631,000,00000,0000000001,0000000004,0000000000,   
00119,00005,main                                                            ,00131,0000,2023/11/25 12:07:59:779,000,00000,0000000001,0000000004,0000000000,   
00120,04065,Pick_Infeed_Block                                               ,00100,E0EE,2023/11/25 12:08:12:723,001,00006,0000000001,0000000744,0000000000,   
00121,00005,main                                                            ,00131,0000,2023/11/25 12:08:33:195,000,00000,0000000001,0000000004,0000000000,   
00122,00005,main                                                            ,00131,0000,2023/11/25 12:09:08:709,000,00000,0000000001,0000000004,0000000000,   
00123,00005,main                                                            ,00131,0000,2023/11/25 12:13:57:505,000,00000,0000000001,0000000004,0000000000,   
00124,04065,Place_Tray_Block                                                ,00123,E0EE,2023/11/25 12:14:07:477,001,00006,0000000001,0000000744,0000000000,   
00125,00005,main                                                            ,00131,0000,2023/11/25 12:14:21:834,000,00000,0000000001,0000000004,0000000000,   
00126,04066,Place_Tray_Block                                                ,00123,E0EC,2023/11/25 12:14:50:180,001,00000,0000000001,0000000002,0000000000,   
00127,00005,main                                                            ,00130,0000,2023/11/25 12:16:53:601,000,00000,0000000001,0000000004,0000000000,   
00128,00005,main                                                            ,00130,0000,2023/11/25 12:17:26:980,000,00000,0000000001,0000000004,0000000000,   
00129,00005,main                                                            ,00130,0000,2023/11/25 12:27:59:910,000,00000,0000000001,0000000004,0000000000,   
00130,00005,main                                                            ,00130,0000,2023/11/25 12:32:20:540,000,00000,0000000001,0000000004,0000000000,   
00131,00005,main                                                            ,00130,0000,2023/11/25 12:32:37:816,000,00000,0000000001,0000000004,0000000000,   
00132,00005,main                                                            ,00130,0000,2023/11/25 12:34:19:973,000,00000,0000000001,0000000004,0000000000,   
00133,04278,                                                                ,00000,0000,2023/11/25 12:34:21:262,001,00000,0000000000,0000000000,0000000000,   
00134,04278,Pick_Infeed_Block                                               ,00097,E0EE,2023/11/25 12:34:21:315,001,00000,0000000001,0000000000,0000000000,   
00135,00005,main                                                            ,00130,0000,2023/11/25 12:36:39:197,000,00000,0000000001,0000000004,0000000000,   
00136,00005,main                                                            ,00130,0000,2023/11/25 12:37:26:455,000,00000,0000000001,0000000004,0000000000,   
00137,00005,main                                                            ,00130,0000,2023/11/25 12:40:47:192,000,00000,0000000001,0000000004,0000000000,   
00138,00005,main                                                            ,00130,0000,2023/11/25 12:40:58:654,000,00000,0000000001,0000000004,0000000000,   
00139,00005,main                                                            ,00130,0000,2023/11/25 12:41:07:913,000,00000,0000000001,0000000004,0000000000,   
00140,00005,main                                                            ,00130,0000,2023/11/25 12:42:03:285,000,00000,0000000001,0000000004,0000000000,   
00141,00005,main                                                            ,00129,0000,2023/11/25 12:44:47:470,000,00000,0000000001,0000000004,0000000000,   
00142,04278,                                                                ,00000,0000,2023/11/25 12:45:07:556,001,00000,0000000000,0000000000,0000000000,   
00143,04031,                                                                ,00000,E0EC,2023/11/25 12:46:42:501,001,00000,0000000000,0000000000,0000000000,   
00144,00005,main                                                            ,00129,0000,2023/11/25 12:47:36:910,000,00000,0000000001,0000000004,0000000000,   
00145,04278,                                                                ,00000,0000,2023/11/25 12:47:56:348,001,00000,0000000000,0000000000,0000000000,   
00146,00005,main                                                            ,00129,0000,2023/11/25 12:48:02:004,000,00000,0000000001,0000000004,0000000000,   
00147,04066,                                                                ,00000,E0EC,2023/11/25 12:48:51:206,001,00000,0000000000,0000000002,0000000000,   
00148,04066,                                                                ,00000,E0EC,2023/11/25 12:49:37:360,001,00000,0000000000,0000000002,0000000000,   
00149,00005,main                                                            ,00129,0000,2023/11/25 12:52:34:351,000,00000,0000000001,0000000004,0000000000,   
00150,04278,                                                                ,00000,0000,2023/11/25 12:52:53:189,001,00000,0000000000,0000000000,0000000000,   
00151,00005,main                                                            ,00129,0000,2023/11/25 12:53:16:631,000,00000,0000000001,0000000004,0000000000,   
00152,00005,main                                                            ,00131,0000,2023/11/25 12:55:15:624,000,00000,0000000001,0000000004,0000000000,   
00153,00005,main                                                            ,00131,0000,2023/11/25 12:55:24:576,000,00000,0000000001,0000000004,0000000000,   
00154,04278,                                                                ,00000,0000,2023/11/25 12:55:45:513,001,00000,0000000000,0000000000,0000000000,   
00155,00005,main                                                            ,00131,0000,2023/11/25 12:55:58:819,000,00000,0000000001,0000000004,0000000000,   
00156,00005,main                                                            ,00131,0000,2023/11/25 12:56:59:140,000,00000,0000000001,0000000004,0000000000,   
00157,00005,main                                                            ,00131,0000,2023/11/25 12:57:24:197,000,00000,0000000001,0000000004,0000000000,   
00158,00005,main                                                            ,00131,0000,2023/11/25 12:59:53:012,000,00000,0000000001,0000000004,0000000000,   
00159,04007,init                                                            ,00090,E0EC,2023/11/25 13:00:03:112,001,00000,0000000001,0000000635,0000000000,   
00160,00005,main                                                            ,00131,0000,2023/11/25 13:00:16:141,000,00000,0000000001,0000000004,0000000000,   
00161,00005,main                                                            ,00131,0000,2023/11/25 13:08:50:048,000,00000,0000000001,0000000004,0000000000,   
00162,00005,main                                                            ,00132,0000,2023/11/25 13:09:37:874,000,00000,0000000001,0000000004,0000000000,   
00163,00005,main                                                            ,00132,0000,2023/11/25 13:09:55:231,000,00000,0000000001,0000000004,0000000000,   
00164,00005,main                                                            ,00132,0000,2023/11/25 13:10:42:444,000,00000,0000000001,0000000004,0000000000,   
00165,00005,main                                                            ,00132,0000,2023/11/25 13:10:58:822,000,00000,0000000001,0000000004,0000000000,   
00166,04066,test                                                            ,00097,E0EC,2023/11/25 13:15:34:956,001,00000,0000000001,0000000002,0000000000,   
00167,04007,test                                                            ,00096,E0EC,2023/11/25 13:15:53:812,001,00000,0000000001,0000000635,0000000000,   
00168,04007,test                                                            ,00097,E0EC,2023/11/25 13:16:15:329,001,00000,0000000001,0000000635,0000000000,   
00169,00005,main                                                            ,00198,0000,2023/11/25 13:34:07:393,000,00000,0000000001,0000000010,0000000000,   
00170,04278,                                                                ,00000,0000,2023/11/25 13:34:28:077,001,00000,0000000000,0000000000,0000000000,   
00171,04031,Pick_Infeed_Token                                               ,00156,E0EC,2023/11/25 13:34:41:255,001,00000,0000000001,0000000000,0000000000,   
00172,04031,Pick_Infeed_Token                                               ,00156,E0EC,2023/11/25 13:35:09:655,001,00000,0000000001,0000000000,0000000000,   
00173,00005,main                                                            ,00198,0000,2023/11/25 13:35:22:850,000,00000,0000000001,0000000010,0000000000,   
00174,04278,                                                                ,00000,0000,2023/11/25 13:35:44:910,001,00000,0000000000,0000000000,0000000000,   
00175,00005,main                                                            ,00198,0000,2023/11/25 13:38:24:894,000,00000,0000000001,0000000010,0000000000,   
00176,04278,                                                                ,00000,0000,2023/11/25 13:38:46:995,001,00000,0000000000,0000000000,0000000000,   
00177,00126,                                                                ,00000,0000,2023/11/25 13:39:12:356,000,00000,0000000000,0000000000,0000000000,   
00178,00123,                                                                ,00000,0000,2023/11/25 13:39:12:357,000,00000,0000000000,0000000000,0000000000,   
00179,00003,                                                                ,00000,0000,2023/11/25 13:39:15:890,000,00000,0000000000,0000000000,0000000000,   
00180,00001,                                                                ,00000,0000,2023/11/25 13:42:15:731,000,00000,0000000000,0000000001,0010040400,   
00181,00120,                                                                ,00000,0000,2023/11/25 13:42:21:844,000,00000,0000000000,0000000001,0000000000,   
00182,00127,                                                                ,00000,0000,2023/11/25 13:42:24:582,000,00000,0000000000,0000000000,0000000000,   
00183,00005,main                                                            ,00198,0000,2023/11/25 13:44:36:118,000,00000,0000000001,0000000010,0000000000,   
00184,04278,                                                                ,00000,0000,2023/11/25 13:44:50:707,001,00000,0000000000,0000000000,0000000000,   
00185,00005,main                                                            ,00202,0000,2023/11/25 13:55:35:889,000,00000,0000000001,0000000010,0000000000,   
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
00000,                                                                                                                                                        
